[http-bio-8888-exec-4] DEBUG com.finalproject.web.filter.LocalizationFilter  - Set locale to session
[http-bio-8888-exec-4] DEBUG com.finalproject.web.filter.LocalizationFilter  - Set locale to session
[http-bio-8888-exec-4] DEBUG com.finalproject.web.filter.LocalizationFilter  - Set bundle to session
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.StaticResourceFilter  - Non static resource: /css/registration.css. New Path: /app/css/registration.css
[http-bio-8888-exec-5] INFO  com.finalproject.web.servlets.DispatcherServlet  - Path: /registration.css
[http-bio-8888-exec-8] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /404.jsp
[http-bio-8888-exec-8] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /404.jsp
[http-bio-8888-exec-8] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/errors/404.jsp
[http-bio-8888-exec-8] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/errors/404.jsp
[http-bio-8888-exec-8] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /404.jsp
[http-bio-8888-exec-8] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /404.jsp
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /404.jsp
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /404.jsp
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/errors/404.jsp
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/errors/404.jsp
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /404.jsp
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /404.jsp
[http-bio-8888-exec-1] DEBUG com.finalproject.web.filter.LocalizationFilter  - Set locale to session
[http-bio-8888-exec-1] DEBUG com.finalproject.web.filter.LocalizationFilter  - Set locale to session
[http-bio-8888-exec-1] DEBUG com.finalproject.web.filter.LocalizationFilter  - Set bundle to session
[http-bio-8888-exec-1] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /create_account.jsp
[http-bio-8888-exec-1] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /create_account.jsp
[http-bio-8888-exec-1] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/create_account.jsp
[http-bio-8888-exec-1] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/create_account.jsp
[http-bio-8888-exec-1] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /create_account.jsp
[http-bio-8888-exec-1] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /create_account.jsp
[http-bio-8888-exec-2] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /registration.css
[http-bio-8888-exec-2] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /registration.css
[http-bio-8888-exec-3] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /style.css
[http-bio-8888-exec-2] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/css/registration.css
[http-bio-8888-exec-3] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /style.css
[http-bio-8888-exec-2] INFO  com.finalproject.web.filter.StaticResourceFilter  - Non static resource: /css/registration.css. New Path: /app/css/registration.css
[http-bio-8888-exec-3] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/css/style.css
[http-bio-8888-exec-3] INFO  com.finalproject.web.filter.StaticResourceFilter  - Non static resource: /css/style.css. New Path: /app/css/style.css
[http-bio-8888-exec-2] INFO  com.finalproject.web.servlets.DispatcherServlet  - Path: /registration.css
[http-bio-8888-exec-3] INFO  com.finalproject.web.servlets.DispatcherServlet  - Path: /style.css
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /404.jsp
[http-bio-8888-exec-4] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /404.jsp
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /404.jsp
[http-bio-8888-exec-4] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /404.jsp
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/errors/404.jsp
[http-bio-8888-exec-4] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/errors/404.jsp
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/errors/404.jsp
[http-bio-8888-exec-4] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/errors/404.jsp
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /404.jsp
[http-bio-8888-exec-4] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /404.jsp
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /404.jsp
[http-bio-8888-exec-4] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /404.jsp
[http-bio-8888-exec-8] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /
[http-bio-8888-exec-8] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /
[http-bio-8888-exec-8] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/
[http-bio-8888-exec-8] INFO  com.finalproject.web.filter.StaticResourceFilter  - Non static resource: /. New Path: /app/
[http-bio-8888-exec-8] INFO  com.finalproject.web.servlets.DispatcherServlet  - Path: /
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.StaticResourceFilter  - Non static resource: /. New Path: /app/
[http-bio-8888-exec-9] INFO  com.finalproject.web.servlets.DispatcherServlet  - Path: /
[http-bio-8888-exec-10] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /log.js
[http-bio-8888-exec-10] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /log.js
[http-bio-8888-exec-10] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/js/log.js
[http-bio-8888-exec-10] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/js/log.js
[http-bio-8888-exec-10] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /log.js
[http-bio-8888-exec-10] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /log.js
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /loading.gif
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /loading.gif
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/images/loading.gif
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/images/loading.gif
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /loading.gif
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /loading.gif
[http-bio-8888-exec-10] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /l-r-arrows.png
[http-bio-8888-exec-10] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /l-r-arrows.png
[http-bio-8888-exec-10] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/images/l-r-arrows.png
[http-bio-8888-exec-10] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/images/l-r-arrows.png
[http-bio-8888-exec-10] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /l-r-arrows.png
[http-bio-8888-exec-10] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /l-r-arrows.png
[http-bio-8888-exec-1] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /account_info
[http-bio-8888-exec-1] INFO  com.finalproject.web.filter.AuthenticationFilter  - User not logged
[http-bio-8888-exec-4] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /login.jsp
[http-bio-8888-exec-4] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /login.jsp
[http-bio-8888-exec-4] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/login.jsp
[http-bio-8888-exec-4] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/login.jsp
[http-bio-8888-exec-4] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /login.jsp
[http-bio-8888-exec-4] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /login.jsp
[http-bio-8888-exec-6] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /registration.css
[http-bio-8888-exec-6] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /registration.css
[http-bio-8888-exec-6] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/css/registration.css
[http-bio-8888-exec-6] INFO  com.finalproject.web.filter.StaticResourceFilter  - Non static resource: /css/registration.css. New Path: /app/css/registration.css
[http-bio-8888-exec-6] INFO  com.finalproject.web.servlets.DispatcherServlet  - Path: /registration.css
[http-bio-8888-exec-6] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /404.jsp
[http-bio-8888-exec-6] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /404.jsp
[http-bio-8888-exec-6] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/errors/404.jsp
[http-bio-8888-exec-6] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/errors/404.jsp
[http-bio-8888-exec-6] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /404.jsp
[http-bio-8888-exec-6] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /404.jsp
[http-bio-8888-exec-3] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /registration
[http-bio-8888-exec-3] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /registration
[http-bio-8888-exec-3] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/registration
[http-bio-8888-exec-3] INFO  com.finalproject.web.filter.StaticResourceFilter  - Non static resource: /registration. New Path: /app/registration
[http-bio-8888-exec-3] INFO  com.finalproject.web.servlets.DispatcherServlet  - Path: /registration
[http-bio-8888-exec-3] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /registration.css
[http-bio-8888-exec-3] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /registration.css
[http-bio-8888-exec-3] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/css/registration.css
[http-bio-8888-exec-3] INFO  com.finalproject.web.filter.StaticResourceFilter  - Non static resource: /css/registration.css. New Path: /app/css/registration.css
[http-bio-8888-exec-3] INFO  com.finalproject.web.servlets.DispatcherServlet  - Path: /registration.css
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /404.jsp
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /404.jsp
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/errors/404.jsp
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/errors/404.jsp
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /404.jsp
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /404.jsp
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /account
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /account
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/account
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.StaticResourceFilter  - Non static resource: /account. New Path: /app/account
[http-bio-8888-exec-5] INFO  com.finalproject.web.servlets.DispatcherServlet  - Path: /account
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /account.jsp
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /account.jsp
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/account.jsp
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/account.jsp
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /account.jsp
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /account.jsp
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /log.js
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /pic5.jpg
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /pic5.jpg
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/images/pic5.jpg
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/images/pic5.jpg
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /pic5.jpg
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /pic5.jpg
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /log.js
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/js/log.js
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/js/log.js
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /log.js
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /log.js
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /list-arrow.gif
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /list-arrow.gif
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/images/list-arrow.gif
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/images/list-arrow.gif
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /list-arrow.gif
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /list-arrow.gif
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /zoom.png
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /zoom.png
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/images/zoom.png
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/images/zoom.png
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /zoom.png
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /zoom.png
[http-bio-8888-exec-1] DEBUG com.finalproject.web.filter.LocalizationFilter  - Set locale to session
[http-bio-8888-exec-1] DEBUG com.finalproject.web.filter.LocalizationFilter  - Set locale to session
[http-bio-8888-exec-1] DEBUG com.finalproject.web.filter.LocalizationFilter  - Set bundle to session
[http-bio-8888-exec-1] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /
[http-bio-8888-exec-1] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /
[http-bio-8888-exec-1] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/
[http-bio-8888-exec-1] INFO  com.finalproject.web.filter.StaticResourceFilter  - Non static resource: /. New Path: /app/
[http-bio-8888-exec-1] INFO  com.finalproject.web.servlets.DispatcherServlet  - Path: /
[http-bio-8888-exec-2] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /log.js
[http-bio-8888-exec-2] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /log.js
[http-bio-8888-exec-2] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/js/log.js
[http-bio-8888-exec-2] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/js/log.js
[http-bio-8888-exec-2] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /log.js
[http-bio-8888-exec-2] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /log.js
[http-bio-8888-exec-3] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /loading.gif
[http-bio-8888-exec-3] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /loading.gif
[http-bio-8888-exec-3] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/images/loading.gif
[http-bio-8888-exec-3] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/images/loading.gif
[http-bio-8888-exec-3] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /loading.gif
[http-bio-8888-exec-3] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /loading.gif
[http-bio-8888-exec-4] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /l-r-arrows.png
[http-bio-8888-exec-4] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /l-r-arrows.png
[http-bio-8888-exec-4] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/images/l-r-arrows.png
[http-bio-8888-exec-4] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/images/l-r-arrows.png
[http-bio-8888-exec-4] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /l-r-arrows.png
[http-bio-8888-exec-4] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /l-r-arrows.png
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /account_info
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.AuthenticationFilter  - User not logged
[http-bio-8888-exec-6] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /login.jsp
[http-bio-8888-exec-6] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /login.jsp
[http-bio-8888-exec-6] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/login.jsp
[http-bio-8888-exec-6] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/login.jsp
[http-bio-8888-exec-6] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /login.jsp
[http-bio-8888-exec-6] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /login.jsp
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /registration.css
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /registration.css
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/css/registration.css
[http-bio-8888-exec-7] INFO  com.finalproject.web.filter.StaticResourceFilter  - Non static resource: /css/registration.css. New Path: /app/css/registration.css
[http-bio-8888-exec-7] INFO  com.finalproject.web.servlets.DispatcherServlet  - Path: /registration.css
[http-bio-8888-exec-8] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /404.jsp
[http-bio-8888-exec-8] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /404.jsp
[http-bio-8888-exec-8] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/errors/404.jsp
[http-bio-8888-exec-8] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/errors/404.jsp
[http-bio-8888-exec-8] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /404.jsp
[http-bio-8888-exec-8] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /404.jsp
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /registration
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /registration
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/registration
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.StaticResourceFilter  - Non static resource: /registration. New Path: /app/registration
[http-bio-8888-exec-9] INFO  com.finalproject.web.servlets.DispatcherServlet  - Path: /registration
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /registration.css
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /registration.css
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/css/registration.css
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.StaticResourceFilter  - Non static resource: /css/registration.css. New Path: /app/css/registration.css
[http-bio-8888-exec-9] INFO  com.finalproject.web.servlets.DispatcherServlet  - Path: /registration.css
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /404.jsp
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /404.jsp
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/errors/404.jsp
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/errors/404.jsp
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /404.jsp
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /404.jsp
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /login
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /login
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/login
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.StaticResourceFilter  - Non static resource: /login. New Path: /app/login
[http-bio-8888-exec-9] INFO  com.finalproject.web.servlets.DispatcherServlet  - Path: /login
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /404.jsp
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /404.jsp
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/errors/404.jsp
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/errors/404.jsp
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /404.jsp
[http-bio-8888-exec-9] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /404.jsp
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /log.js
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /log.js
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/js/log.js
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/js/log.js
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /log.js
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /log.js
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /account_info
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.AuthenticationFilter  - User not logged
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /login.jsp
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /login.jsp
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/login.jsp
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/login.jsp
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /login.jsp
[http-bio-8888-exec-5] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /login.jsp
[http-bio-8888-exec-8] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /registration.css
[http-bio-8888-exec-8] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /registration.css
[http-bio-8888-exec-8] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/css/registration.css
[http-bio-8888-exec-8] INFO  com.finalproject.web.filter.StaticResourceFilter  - Non static resource: /css/registration.css. New Path: /app/css/registration.css
[http-bio-8888-exec-8] INFO  com.finalproject.web.servlets.DispatcherServlet  - Path: /registration.css
[http-bio-8888-exec-8] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /404.jsp
[http-bio-8888-exec-8] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /404.jsp
[http-bio-8888-exec-8] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/ui/errors/404.jsp
[http-bio-8888-exec-8] INFO  com.finalproject.web.filter.StaticResourceFilter  - Static resource: /ui/errors/404.jsp
[http-bio-8888-exec-8] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /404.jsp
[http-bio-8888-exec-8] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /404.jsp
[http-bio-8888-exec-8] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /login
[http-bio-8888-exec-8] INFO  com.finalproject.web.filter.AuthenticationFilter  - Page is not secured: /login
[http-bio-8888-exec-8] INFO  com.finalproject.web.filter.StaticResourceFilter  - Do service, URI: /bank-system/login
[http-bio-8888-exec-8] INFO  com.finalproject.web.filter.StaticResourceFilter  - Non static resource: /login. New Path: /app/login
[http-bio-8888-exec-8] INFO  com.finalproject.web.servlets.DispatcherServlet  - Path: /login
[http-bio-8888-exec-8] DEBUG com.finalproject.dao.UserDao  - Validate User: vasya01 password
[http-bio-8888-exec-8] DEBUG com.finalproject.db.DBConnectionPool  - Connection received jdbc:mysql://localhost:3306/bank_system, UserName=root@localhost, MySQL Connector/J
[http-bio-8888-exec-8] DEBUG com.finalproject.db.DBConnectionPool  - Connection received jdbc:mysql://localhost:3306/bank_system, UserName=root@localhost, MySQL Connector/J
[http-bio-8888-exec-8] INFO  com.finalproject.web.command.LoginCommand  - Login user: User{id=1, login='vasya01', password='password', name='Vasya', surname='Petrov', accountId=10, securityAccess=USER}
[http-bio-8888-exec-3] INFO  com.finalproject.web.filter.AuthenticationFilter  - Path: /
